# id;timestamp;commentText;codeText;commentWords;codeWords
SjmsMessage -> public boolean shouldCreateNewMessage();1441617001;Returns true if a new JMS message instance should be created to send to the next component;public boolean shouldCreateNewMessage() {_        return super.hasPopulatedHeaders()__    };returns,true,if,a,new,jms,message,instance,should,be,created,to,send,to,the,next,component;public,boolean,should,create,new,message,return,super,has,populated,headers
SjmsMessage -> public Session getJmsSession();1468923824;Returns the underlying JMS session._<p/>_This may be <tt>null</tt>.;public Session getJmsSession() {_        return jmsSession__    };returns,the,underlying,jms,session,p,this,may,be,tt,null,tt;public,session,get,jms,session,return,jms,session
SjmsMessage -> public Session getJmsSession();1495703393;Returns the underlying JMS session._<p/>_This may be <tt>null</tt>.;public Session getJmsSession() {_        return jmsSession__    };returns,the,underlying,jms,session,p,this,may,be,tt,null,tt;public,session,get,jms,session,return,jms,session
SjmsMessage -> public Session getJmsSession();1505287689;Returns the underlying JMS session._<p/>_This may be <tt>null</tt>.;public Session getJmsSession() {_        return jmsSession__    };returns,the,underlying,jms,session,p,this,may,be,tt,null,tt;public,session,get,jms,session,return,jms,session
SjmsMessage -> public Session getJmsSession();1505288778;Returns the underlying JMS session._<p/>_This may be <tt>null</tt>.;public Session getJmsSession() {_        return jmsSession__    };returns,the,underlying,jms,session,p,this,may,be,tt,null,tt;public,session,get,jms,session,return,jms,session
SjmsMessage -> public Session getJmsSession();1534933514;Returns the underlying JMS session._<p/>_This may be <tt>null</tt>.;public Session getJmsSession() {_        return jmsSession__    };returns,the,underlying,jms,session,p,this,may,be,tt,null,tt;public,session,get,jms,session,return,jms,session
SjmsMessage -> public Session getJmsSession();1537290824;Returns the underlying JMS session._<p/>_This may be <tt>null</tt>.;public Session getJmsSession() {_        return jmsSession__    };returns,the,underlying,jms,session,p,this,may,be,tt,null,tt;public,session,get,jms,session,return,jms,session
SjmsMessage -> public Session getJmsSession();1540108158;Returns the underlying JMS session._<p/>_This may be <tt>null</tt>.;public Session getJmsSession() {_        return jmsSession__    };returns,the,underlying,jms,session,p,this,may,be,tt,null,tt;public,session,get,jms,session,return,jms,session
SjmsMessage -> public Session getJmsSession();1540108161;Returns the underlying JMS session._<p/>_This may be <tt>null</tt>.;public Session getJmsSession() {_        return jmsSession__    };returns,the,underlying,jms,session,p,this,may,be,tt,null,tt;public,session,get,jms,session,return,jms,session
SjmsMessage -> public Session getJmsSession();1540108163;Returns the underlying JMS session._<p/>_This may be <tt>null</tt>.;public Session getJmsSession() {_        return jmsSession__    };returns,the,underlying,jms,session,p,this,may,be,tt,null,tt;public,session,get,jms,session,return,jms,session
SjmsMessage -> public Message getJmsMessage();1441617001;Returns the underlying JMS message;public Message getJmsMessage() {_        return jmsMessage__    };returns,the,underlying,jms,message;public,message,get,jms,message,return,jms,message
SjmsMessage -> public Message getJmsMessage();1468923824;Returns the underlying JMS message;public Message getJmsMessage() {_        return jmsMessage__    };returns,the,underlying,jms,message;public,message,get,jms,message,return,jms,message
SjmsMessage -> public Message getJmsMessage();1495703393;Returns the underlying JMS message;public Message getJmsMessage() {_        return jmsMessage__    };returns,the,underlying,jms,message;public,message,get,jms,message,return,jms,message
SjmsMessage -> public Message getJmsMessage();1505287689;Returns the underlying JMS message;public Message getJmsMessage() {_        return jmsMessage__    };returns,the,underlying,jms,message;public,message,get,jms,message,return,jms,message
SjmsMessage -> public Message getJmsMessage();1505288778;Returns the underlying JMS message;public Message getJmsMessage() {_        return jmsMessage__    };returns,the,underlying,jms,message;public,message,get,jms,message,return,jms,message
SjmsMessage -> public Message getJmsMessage();1534933514;Returns the underlying JMS message;public Message getJmsMessage() {_        return jmsMessage__    };returns,the,underlying,jms,message;public,message,get,jms,message,return,jms,message
SjmsMessage -> public Message getJmsMessage();1537290824;Returns the underlying JMS message;public Message getJmsMessage() {_        return jmsMessage__    };returns,the,underlying,jms,message;public,message,get,jms,message,return,jms,message
SjmsMessage -> public Message getJmsMessage();1540108158;Returns the underlying JMS message;public Message getJmsMessage() {_        return jmsMessage__    };returns,the,underlying,jms,message;public,message,get,jms,message,return,jms,message
SjmsMessage -> public Message getJmsMessage();1540108161;Returns the underlying JMS message;public Message getJmsMessage() {_        return jmsMessage__    };returns,the,underlying,jms,message;public,message,get,jms,message,return,jms,message
SjmsMessage -> public Message getJmsMessage();1540108163;Returns the underlying JMS message;public Message getJmsMessage() {_        return jmsMessage__    };returns,the,underlying,jms,message;public,message,get,jms,message,return,jms,message
SjmsMessage -> protected void ensureInitialHeaders();1441617001;Ensure that the headers have been populated from the underlying JMS message_before we start mutating the headers;protected void ensureInitialHeaders() {_        if (jmsMessage != null && !hasPopulatedHeaders()) {_            _            _            super.setHeaders(createHeaders())__        }_    };ensure,that,the,headers,have,been,populated,from,the,underlying,jms,message,before,we,start,mutating,the,headers;protected,void,ensure,initial,headers,if,jms,message,null,has,populated,headers,super,set,headers,create,headers
SjmsMessage -> protected void ensureInitialHeaders();1468923824;Ensure that the headers have been populated from the underlying JMS message_before we start mutating the headers;protected void ensureInitialHeaders() {_        if (jmsMessage != null && !hasPopulatedHeaders()) {_            _            _            super.setHeaders(createHeaders())__        }_    };ensure,that,the,headers,have,been,populated,from,the,underlying,jms,message,before,we,start,mutating,the,headers;protected,void,ensure,initial,headers,if,jms,message,null,has,populated,headers,super,set,headers,create,headers
SjmsMessage -> protected void ensureInitialHeaders();1495703393;Ensure that the headers have been populated from the underlying JMS message_before we start mutating the headers;protected void ensureInitialHeaders() {_        if (jmsMessage != null && !hasPopulatedHeaders()) {_            _            _            super.setHeaders(createHeaders())__        }_    };ensure,that,the,headers,have,been,populated,from,the,underlying,jms,message,before,we,start,mutating,the,headers;protected,void,ensure,initial,headers,if,jms,message,null,has,populated,headers,super,set,headers,create,headers
SjmsMessage -> protected void ensureInitialHeaders();1505287689;Ensure that the headers have been populated from the underlying JMS message_before we start mutating the headers;protected void ensureInitialHeaders() {_        if (jmsMessage != null && !hasPopulatedHeaders()) {_            _            _            super.setHeaders(createHeaders())__        }_    };ensure,that,the,headers,have,been,populated,from,the,underlying,jms,message,before,we,start,mutating,the,headers;protected,void,ensure,initial,headers,if,jms,message,null,has,populated,headers,super,set,headers,create,headers
SjmsMessage -> protected void ensureInitialHeaders();1505288778;Ensure that the headers have been populated from the underlying JMS message_before we start mutating the headers;protected void ensureInitialHeaders() {_        if (jmsMessage != null && !hasPopulatedHeaders()) {_            _            _            super.setHeaders(createHeaders())__        }_    };ensure,that,the,headers,have,been,populated,from,the,underlying,jms,message,before,we,start,mutating,the,headers;protected,void,ensure,initial,headers,if,jms,message,null,has,populated,headers,super,set,headers,create,headers
SjmsMessage -> protected void ensureInitialHeaders();1534933514;Ensure that the headers have been populated from the underlying JMS message_before we start mutating the headers;protected void ensureInitialHeaders() {_        if (jmsMessage != null && !hasPopulatedHeaders()) {_            _            _            super.setHeaders(createHeaders())__        }_    };ensure,that,the,headers,have,been,populated,from,the,underlying,jms,message,before,we,start,mutating,the,headers;protected,void,ensure,initial,headers,if,jms,message,null,has,populated,headers,super,set,headers,create,headers
SjmsMessage -> protected void ensureInitialHeaders();1537290824;Ensure that the headers have been populated from the underlying JMS message_before we start mutating the headers;protected void ensureInitialHeaders() {_        if (jmsMessage != null && !hasPopulatedHeaders()) {_            _            _            super.setHeaders(createHeaders())__        }_    };ensure,that,the,headers,have,been,populated,from,the,underlying,jms,message,before,we,start,mutating,the,headers;protected,void,ensure,initial,headers,if,jms,message,null,has,populated,headers,super,set,headers,create,headers
SjmsMessage -> protected void ensureInitialHeaders();1540108158;Ensure that the headers have been populated from the underlying JMS message_before we start mutating the headers;protected void ensureInitialHeaders() {_        if (jmsMessage != null && !hasPopulatedHeaders()) {_            _            _            super.setHeaders(createHeaders())__        }_    };ensure,that,the,headers,have,been,populated,from,the,underlying,jms,message,before,we,start,mutating,the,headers;protected,void,ensure,initial,headers,if,jms,message,null,has,populated,headers,super,set,headers,create,headers
SjmsMessage -> protected void ensureInitialHeaders();1540108161;Ensure that the headers have been populated from the underlying JMS message_before we start mutating the headers;protected void ensureInitialHeaders() {_        if (jmsMessage != null && !hasPopulatedHeaders()) {_            _            _            super.setHeaders(createHeaders())__        }_    };ensure,that,the,headers,have,been,populated,from,the,underlying,jms,message,before,we,start,mutating,the,headers;protected,void,ensure,initial,headers,if,jms,message,null,has,populated,headers,super,set,headers,create,headers
SjmsMessage -> protected void ensureInitialHeaders();1540108163;Ensure that the headers have been populated from the underlying JMS message_before we start mutating the headers;protected void ensureInitialHeaders() {_        if (jmsMessage != null && !hasPopulatedHeaders()) {_            _            _            super.setHeaders(createHeaders())__        }_    };ensure,that,the,headers,have,been,populated,from,the,underlying,jms,message,before,we,start,mutating,the,headers;protected,void,ensure,initial,headers,if,jms,message,null,has,populated,headers,super,set,headers,create,headers
