# id;timestamp;commentText;codeText;commentWords;codeWords
GoraEndpoint -> @Override     public Producer createProducer() throws Exception;1405374721;{@inheritDoc};@Override_    public Producer createProducer() throws Exception {__        return new GoraProducer(this, this.configuration, this.dataStore)__    };inherit,doc;override,public,producer,create,producer,throws,exception,return,new,gora,producer,this,this,configuration,this,data,store
GoraEndpoint -> public GoraEndpoint(final String uri,                         final GoraComponent goraComponent,                         final GoraConfiguration config,                         final DataStore<Object, Persistent> dataStore);1427402378;GORA endpoint default constructor__@param uri           Endpoint URI_@param goraComponent Reference to the Camel-Gora component_@param config        Reference to Camel-Gora endpoint configuration_@param dataStore     Reference to Gora DataStore;public GoraEndpoint(final String uri,_                        final GoraComponent goraComponent,_                        final GoraConfiguration config,_                        final DataStore<Object, Persistent> dataStore) {__        super(uri, goraComponent)__        this.configuration = config__        this.dataStore = dataStore__    };gora,endpoint,default,constructor,param,uri,endpoint,uri,param,gora,component,reference,to,the,camel,gora,component,param,config,reference,to,camel,gora,endpoint,configuration,param,data,store,reference,to,gora,data,store;public,gora,endpoint,final,string,uri,final,gora,component,gora,component,final,gora,configuration,config,final,data,store,object,persistent,data,store,super,uri,gora,component,this,configuration,config,this,data,store,data,store
GoraEndpoint -> public GoraEndpoint(final String uri,                         final GoraComponent goraComponent,                         final GoraConfiguration config,                         final DataStore<Object, Persistent> dataStore);1451237125;GORA endpoint default constructor__@param uri           Endpoint URI_@param goraComponent Reference to the Camel-Gora component_@param config        Reference to Camel-Gora endpoint configuration_@param dataStore     Reference to Gora DataStore;public GoraEndpoint(final String uri,_                        final GoraComponent goraComponent,_                        final GoraConfiguration config,_                        final DataStore<Object, Persistent> dataStore) {__        super(uri, goraComponent)__        this.configuration = config__        this.dataStore = dataStore__    };gora,endpoint,default,constructor,param,uri,endpoint,uri,param,gora,component,reference,to,the,camel,gora,component,param,config,reference,to,camel,gora,endpoint,configuration,param,data,store,reference,to,gora,data,store;public,gora,endpoint,final,string,uri,final,gora,component,gora,component,final,gora,configuration,config,final,data,store,object,persistent,data,store,super,uri,gora,component,this,configuration,config,this,data,store,data,store
GoraEndpoint -> public GoraEndpoint(final String uri,                         final GoraComponent goraComponent,                         final GoraConfiguration config,                         final DataStore<Object, Persistent> dataStore);1485947385;GORA endpoint default constructor__@param uri           Endpoint URI_@param goraComponent Reference to the Camel-Gora component_@param config        Reference to Camel-Gora endpoint configuration_@param dataStore     Reference to Gora DataStore;public GoraEndpoint(final String uri,_                        final GoraComponent goraComponent,_                        final GoraConfiguration config,_                        final DataStore<Object, Persistent> dataStore) {__        super(uri, goraComponent)__        this.configuration = config__        this.dataStore = dataStore__    };gora,endpoint,default,constructor,param,uri,endpoint,uri,param,gora,component,reference,to,the,camel,gora,component,param,config,reference,to,camel,gora,endpoint,configuration,param,data,store,reference,to,gora,data,store;public,gora,endpoint,final,string,uri,final,gora,component,gora,component,final,gora,configuration,config,final,data,store,object,persistent,data,store,super,uri,gora,component,this,configuration,config,this,data,store,data,store
GoraEndpoint -> public GoraEndpoint(final String uri,                         final GoraComponent goraComponent,                         final GoraConfiguration config,                         final DataStore<Object, Persistent> dataStore);1540108163;GORA endpoint default constructor__@param uri           Endpoint URI_@param goraComponent Reference to the Camel-Gora component_@param config        Reference to Camel-Gora endpoint configuration_@param dataStore     Reference to Gora DataStore;public GoraEndpoint(final String uri,_                        final GoraComponent goraComponent,_                        final GoraConfiguration config,_                        final DataStore<Object, Persistent> dataStore) {__        super(uri, goraComponent)__        this.configuration = config__        this.dataStore = dataStore__    };gora,endpoint,default,constructor,param,uri,endpoint,uri,param,gora,component,reference,to,the,camel,gora,component,param,config,reference,to,camel,gora,endpoint,configuration,param,data,store,reference,to,gora,data,store;public,gora,endpoint,final,string,uri,final,gora,component,gora,component,final,gora,configuration,config,final,data,store,object,persistent,data,store,super,uri,gora,component,this,configuration,config,this,data,store,data,store
GoraEndpoint -> public GoraEndpoint(final String uri,                         final GoraComponent goraComponent,                         final GoraConfiguration config,                         final DataStore<Object, Persistent> dataStore);1547480087;GORA endpoint default constructor__@param uri           Endpoint URI_@param goraComponent Reference to the Camel-Gora component_@param config        Reference to Camel-Gora endpoint configuration_@param dataStore     Reference to Gora DataStore;public GoraEndpoint(final String uri,_                        final GoraComponent goraComponent,_                        final GoraConfiguration config,_                        final DataStore<Object, Persistent> dataStore) {__        super(uri, goraComponent)__        this.configuration = config__        this.dataStore = dataStore__    };gora,endpoint,default,constructor,param,uri,endpoint,uri,param,gora,component,reference,to,the,camel,gora,component,param,config,reference,to,camel,gora,endpoint,configuration,param,data,store,reference,to,gora,data,store;public,gora,endpoint,final,string,uri,final,gora,component,gora,component,final,gora,configuration,config,final,data,store,object,persistent,data,store,super,uri,gora,component,this,configuration,config,this,data,store,data,store
GoraEndpoint -> public GoraEndpoint(final String uri,                         final GoraComponent goraComponent,                         final GoraConfiguration config,                         final DataStore<Object, Persistent> dataStore);1547803667;GORA endpoint default constructor__@param uri           Endpoint URI_@param goraComponent Reference to the Camel-Gora component_@param config        Reference to Camel-Gora endpoint configuration_@param dataStore     Reference to Gora DataStore;public GoraEndpoint(final String uri,_                        final GoraComponent goraComponent,_                        final GoraConfiguration config,_                        final DataStore<Object, Persistent> dataStore) {__        super(uri, goraComponent)__        this.configuration = config__        this.dataStore = dataStore__    };gora,endpoint,default,constructor,param,uri,endpoint,uri,param,gora,component,reference,to,the,camel,gora,component,param,config,reference,to,camel,gora,endpoint,configuration,param,data,store,reference,to,gora,data,store;public,gora,endpoint,final,string,uri,final,gora,component,gora,component,final,gora,configuration,config,final,data,store,object,persistent,data,store,super,uri,gora,component,this,configuration,config,this,data,store,data,store
GoraEndpoint -> @Override     public boolean isSingleton();1405374721;{@inheritDoc};@Override_    public boolean isSingleton() {__        return true__    };inherit,doc;override,public,boolean,is,singleton,return,true
GoraEndpoint -> @Override     public boolean isSingleton();1420368816;{@inheritDoc};@Override_    public boolean isSingleton() {__        return true__    };inherit,doc;override,public,boolean,is,singleton,return,true
GoraEndpoint -> @Override     public boolean isSingleton();1425142361;{@inheritDoc};@Override_    public boolean isSingleton() {__        return true__    };inherit,doc;override,public,boolean,is,singleton,return,true
GoraEndpoint -> @Override     public boolean isSingleton();1427402378;{@inheritDoc};@Override_    public boolean isSingleton() {__        return true__    };inherit,doc;override,public,boolean,is,singleton,return,true
GoraEndpoint -> public GoraConfiguration getConfiguration();1405374721;Get Configutation__@return;public GoraConfiguration getConfiguration() {_        return configuration__    };get,configutation,return;public,gora,configuration,get,configuration,return,configuration
GoraEndpoint -> public GoraConfiguration getConfiguration();1420368816;Get Configutation__@return;public GoraConfiguration getConfiguration() {_        return configuration__    };get,configutation,return;public,gora,configuration,get,configuration,return,configuration
GoraEndpoint -> public GoraConfiguration getConfiguration();1425142361;Get Configutation__@return;public GoraConfiguration getConfiguration() {_        return configuration__    };get,configutation,return;public,gora,configuration,get,configuration,return,configuration
GoraEndpoint -> public GoraConfiguration getConfiguration();1427402378;Get Configutation__@return;public GoraConfiguration getConfiguration() {_        return configuration__    };get,configutation,return;public,gora,configuration,get,configuration,return,configuration
